language,hpc_cluster,grid_size,n_workers,core_secs
r,pelle,16384,19,268.257660627365
r,pelle,16384,20,285.996069908142
r,pelle,16384,21,268.165082931519
r,pelle,16384,22,275.019202709198
r,pelle,16384,2,238.671096801758
r,pelle,16384,23,266.791289806366
r,pelle,16384,24,284.65938949585
r,pelle,16384,25,289.272248744965
r,pelle,16384,26,295.076981067657
r,pelle,16384,27,295.466654062271
r,pelle,16384,28,307.477444648743
r,pelle,16384,29,308.097723722458
r,pelle,16384,30,308.897881507874
r,pelle,16384,31,285.77969789505
r,pelle,16384,32,287.468292236328
r,pelle,16384,3,242.71744966507
r,pelle,16384,33,283.098675727844
r,pelle,16384,34,297.808563709259
r,pelle,16384,35,285.247282981873
r,pelle,16384,36,292.493734359741
r,pelle,16384,37,303.31507730484
r,pelle,16384,38,304.780094146729
r,pelle,16384,39,311.892836809158
r,pelle,16384,40,315.315942764282
r,pelle,16384,41,313.862193346024
r,pelle,16384,42,316.953479290009
r,pelle,16384,4,249.021481513977
r,pelle,16384,43,354.499574422836
r,pelle,16384,44,380.88149356842
r,pelle,16384,45,331.046015024185
r,pelle,16384,46,334.006391048431
r,pelle,16384,47,335.830563783646
r,pelle,16384,48,351.990669250488
r,pelle,16384,49,271.226523160934
r,pelle,16384,50,358.012449741364
r,pelle,16384,51,312.371473789215
r,pelle,16384,5,236.74311876297
r,pelle,16384,52,387.813443183899
r,pelle,16384,53,349.757031917572
r,pelle,16384,54,330.605881690979
r,pelle,16384,55,363.262346982956
r,pelle,16384,56,322.671497344971
r,pelle,16384,57,331.541842460632
r,pelle,16384,58,338.965294837952
r,pelle,16384,59,321.158048391342
r,pelle,16384,60,347.666816711426
r,pelle,16384,61,359.53150177002
r,pelle,16384,62,321.060846805573
r,pelle,16384,6,250.782706260681
r,pelle,16384,63,320.896757125854
r,pelle,16384,64,364.13899230957
r,pelle,16384,7,229.368941307068
r,pelle,16384,8,252.641796112061
r,pelle,16384,9,254.041008710861

r,pelle,16384,1,135.780204057693
r,pelle,16384,2,249.724446773529
r,pelle,16384,3,218.638634204865
r,pelle,16384,4,266.245846748352
r,pelle,16384,5,266.038364171982
r,pelle,16384,6,278.278425693512
r,pelle,16384,7,286.336556911469
r,pelle,16384,8,293.279594421387
r,pelle,16384,9,285.718358516693
r,pelle,16384,10,295.071904659271
r,pelle,16384,11,299.931256055832
r,pelle,16384,12,280.869692802429
r,pelle,16384,13,289.010599136353
r,pelle,16384,14,292.821351528168
r,pelle,16384,15,293.855005502701
r,pelle,16384,16,295.641387939453
r,pelle,16384,17,292.937877655029
r,pelle,16384,18,285.975176811218
r,pelle,16384,19,286.57852101326
r,pelle,16384,20,290.174784660339
r,pelle,16384,21,289.733649015427
r,pelle,16384,22,303.992691993713
r,pelle,16384,23,308.258452177048
r,pelle,16384,24,325.904542922974
r,pelle,16384,25,305.26727437973
r,pelle,16384,26,296.004767894745
r,pelle,16384,27,302.265255689621
r,pelle,16384,28,302.76989364624
r,pelle,16384,29,313.962794065475
r,pelle,16384,30,318.056302070618
r,pelle,16384,31,314.381954431534
r,pelle,16384,32,296.664375305176
r,pelle,16384,33,298.63768529892
r,pelle,16384,34,294.124240875244
r,pelle,16384,35,293.218626976013
r,pelle,16384,36,286.531462669373
r,pelle,16384,37,282.833365440369
r,pelle,16384,38,305.681772232056
r,pelle,16384,39,308.13405418396
r,pelle,16384,40,305.798273086548
r,pelle,16384,41,306.461760520935
r,pelle,16384,42,321.041483402252
r,pelle,16384,43,289.371024370193
r,pelle,16384,44,320.102553367615
r,pelle,16384,45,330.895886421204
r,pelle,16384,46,320.090282917023
r,pelle,16384,47,319.999143838882
r,pelle,16384,48,288.586669921875
r,pelle,16384,49,277.058198690414
r,pelle,16384,50,274.373590946198
r,pelle,16384,51,274.121789932251
r,pelle,16384,52,307.223698616028
r,pelle,16384,53,293.561467170715
r,pelle,16384,54,311.298238277435
r,pelle,16384,55,282.333365678787
r,pelle,16384,56,284.370313644409
r,pelle,16384,57,296.537763118744
r,pelle,16384,58,308.630188465118
r,pelle,16384,59,284.815486907959
r,pelle,16384,60,291.57096862793
r,pelle,16384,61,302.7363717556
r,pelle,16384,62,292.306506156921
r,pelle,16384,63,312.833672046661
r,pelle,16384,64,301.807098388672

r,pelle,16384,10,252.3464012146
r,pelle,16384,11,238.712172031403
r,pelle,16384,1,128.071892023087
r,pelle,16384,12,249.163968086243
r,pelle,16384,13,246.791376590729
r,pelle,16384,14,255.506689071655
r,pelle,16384,15,255.258375406265
r,pelle,16384,16,246.213466644287
r,pelle,16384,17,252.587082862854
r,pelle,16384,18,248.689896583557
r,pelle,16384,19,286.040484905243
r,pelle,16384,20,291.229300498962
r,pelle,16384,21,292.25062251091
r,pelle,16384,22,295.278186798096
r,pelle,16384,2,238.483209133148
r,pelle,16384,23,247.828681707382
r,pelle,16384,24,254.627843856812
r,pelle,16384,25,250.595903396606
r,pelle,16384,26,259.392645835876
r,pelle,16384,27,251.940555810928
r,pelle,16384,28,257.185318946838
r,pelle,16384,29,259.150779008865
r,pelle,16384,30,269.02740240097
r,pelle,16384,31,271.589859247208
r,pelle,16384,3,199.648977041245
r,pelle,16384,32,256.461013793945
r,pelle,16384,33,264.870447635651
r,pelle,16384,34,264.936124324799
r,pelle,16384,35,274.216014146805
r,pelle,16384,36,286.696549415588
r,pelle,16384,37,287.506707191467
r,pelle,16384,38,306.149589538574
r,pelle,16384,39,325.576530218124
r,pelle,16384,40,325.092630386353
r,pelle,16384,41,324.396288871765
r,pelle,16384,42,313.599761009216
r,pelle,16384,4,246.222208023071
r,pelle,16384,43,314.128802061081
r,pelle,16384,44,320.51718711853
r,pelle,16384,45,319.655177593231
r,pelle,16384,46,324.118083953857
r,pelle,16384,47,327.700265169144
r,pelle,16384,48,288.378524780273
r,pelle,16384,49,275.957881450653
r,pelle,16384,50,275.804483890533
r,pelle,16384,51,290.783707380295
r,pelle,16384,52,288.782839775085
r,pelle,16384,5,246.3511967659
r,pelle,16384,53,302.085407733917
r,pelle,16384,54,286.353578567505
r,pelle,16384,55,295.046663284302
r,pelle,16384,56,285.256288528442
r,pelle,16384,57,286.110155582428
r,pelle,16384,58,302.20915222168
r,pelle,16384,59,287.066495895386
r,pelle,16384,60,294.238629341125
r,pelle,16384,61,283.624380111694
r,pelle,16384,62,291.877829551697
r,pelle,16384,6,248.405772686005
r,pelle,16384,63,291.199261665344
r,pelle,16384,64,306.628890991211
r,pelle,16384,7,252.895110607147
r,pelle,16384,8,253.202049255371
r,pelle,16384,9,243.627761363983



julia,pelle,16384,10,4.17
julia,pelle,16384,1,1.341
julia,pelle,16384,11,4.785
julia,pelle,16384,12,4.151999999999999
julia,pelle,16384,13,3.6140000000000003
julia,pelle,16384,14,4.34
julia,pelle,16384,15,3.735
julia,pelle,16384,16,4.336
julia,pelle,16384,17,4.42
julia,pelle,16384,18,4.986000000000001
julia,pelle,16384,19,5.168
julia,pelle,16384,20,4.74
julia,pelle,16384,21,4.242
julia,pelle,16384,22,4.553999999999999
julia,pelle,16384,2,2.6
julia,pelle,16384,23,4.646
julia,pelle,16384,24,4.728
julia,pelle,16384,25,4.775
julia,pelle,16384,26,4.81
julia,pelle,16384,27,4.995
julia,pelle,16384,28,5.068
julia,pelle,16384,29,6.525
julia,pelle,16384,30,6.57
julia,pelle,16384,31,5.4559999999999995
julia,pelle,16384,3,2.19
julia,pelle,16384,32,5.728
julia,pelle,16384,33,7.392
julia,pelle,16384,34,5.848
julia,pelle,16384,35,5.845000000000001
julia,pelle,16384,36,6.516
julia,pelle,16384,37,7.733
julia,pelle,16384,38,6.194
julia,pelle,16384,39,7.254
julia,pelle,16384,40,6.720000000000001
julia,pelle,16384,41,6.3549999999999995
julia,pelle,16384,42,6.047999999999999
julia,pelle,16384,4,2.816
julia,pelle,16384,43,9.933
julia,pelle,16384,44,9.459999999999999
julia,pelle,16384,45,8.91
julia,pelle,16384,46,8.418
julia,pelle,16384,47,6.768
julia,pelle,16384,48,9.552
julia,pelle,16384,49,8.623999999999999
julia,pelle,16384,50,7.55
julia,pelle,16384,51,9.282
julia,pelle,16384,5,2.665
julia,pelle,16384,52,8.632
julia,pelle,16384,53,7.102
julia,pelle,16384,54,7.236000000000001
julia,pelle,16384,55,7.754999999999999
julia,pelle,16384,56,11.424
julia,pelle,16384,57,8.721
julia,pelle,16384,58,8.526
julia,pelle,16384,59,9.086
julia,pelle,16384,61,9.577
julia,pelle,16384,62,13.267999999999999
julia,pelle,16384,6,2.9699999999999998
julia,pelle,16384,63,12.096
julia,pelle,16384,64,10.624
julia,pelle,16384,7,3.052
julia,pelle,16384,8,3.144
julia,pelle,16384,9,4.716

julia,pelle,16384,1,1.322
julia,pelle,16384,2,2.602
julia,pelle,16384,3,2.787
julia,pelle,16384,4,3.112
julia,pelle,16384,5,3.2350000000000003
julia,pelle,16384,6,3.3720000000000003
julia,pelle,16384,7,3.4859999999999998
julia,pelle,16384,8,3.592
julia,pelle,16384,9,3.726
julia,pelle,16384,10,7.01
julia,pelle,16384,11,4.422000000000001
julia,pelle,16384,12,3.864
julia,pelle,16384,13,3.9779999999999998
julia,pelle,16384,14,4.116
julia,pelle,16384,15,4.2
julia,pelle,16384,16,4.336
julia,pelle,16384,17,4.437
julia,pelle,16384,18,4.266
julia,pelle,16384,19,5.263000000000001
julia,pelle,16384,20,4.46
julia,pelle,16384,21,4.578
julia,pelle,16384,22,4.774
julia,pelle,16384,23,4.899
julia,pelle,16384,24,4.848000000000001
julia,pelle,16384,25,5.525
julia,pelle,16384,26,5.33
julia,pelle,16384,27,5.103
julia,pelle,16384,28,6.468
julia,pelle,16384,29,5.9159999999999995
julia,pelle,16384,30,7.05
julia,pelle,16384,31,5.9830000000000005
julia,pelle,16384,32,5.76
julia,pelle,16384,33,5.445
julia,pelle,16384,34,5.338
julia,pelle,16384,35,9.835
julia,pelle,16384,36,5.76
julia,pelle,16384,37,6.734
julia,pelle,16384,38,5.928
julia,pelle,16384,39,8.58
julia,pelle,16384,40,6.28
julia,pelle,16384,41,7.052
julia,pelle,16384,42,9.492
julia,pelle,16384,43,6.364
julia,pelle,16384,44,7.128
julia,pelle,16384,45,8.055
julia,pelle,16384,46,7.406000000000001
julia,pelle,16384,47,9.541
julia,pelle,16384,48,12.528
julia,pelle,16384,49,7.938000000000001
julia,pelle,16384,50,9.35
julia,pelle,16384,51,8.415000000000001
julia,pelle,16384,52,8.06
julia,pelle,16384,53,8.639000000000001
julia,pelle,16384,54,7.074
julia,pelle,16384,55,9.350000000000001
julia,pelle,16384,56,10.36
julia,pelle,16384,57,7.4670000000000005
julia,pelle,16384,58,12.122
julia,pelle,16384,59,7.729
julia,pelle,16384,60,8.7
julia,pelle,16384,61,16.653000000000002
julia,pelle,16384,62,10.478000000000002
julia,pelle,16384,63,10.835999999999999
julia,pelle,16384,64,12.16

julia,pelle,16384,10,3.3400000000000003
julia,pelle,16384,1,1.322
julia,pelle,16384,11,3.575
julia,pelle,16384,12,4.236
julia,pelle,16384,13,4.745
julia,pelle,16384,14,3.71
julia,pelle,16384,15,3.975
julia,pelle,16384,16,3.824
julia,pelle,16384,17,3.927
julia,pelle,16384,18,5.2379999999999995
julia,pelle,16384,19,4.256
julia,pelle,16384,20,4.32
julia,pelle,16384,21,6.909000000000001
julia,pelle,16384,22,5.279999999999999
julia,pelle,16384,2,2.596
julia,pelle,16384,23,4.117
julia,pelle,16384,24,4.464
julia,pelle,16384,25,5.5
julia,pelle,16384,26,6.890000000000001
julia,pelle,16384,27,6.264
julia,pelle,16384,28,5.46
julia,pelle,16384,29,4.901000000000001
julia,pelle,16384,30,7.26
julia,pelle,16384,31,5.58
julia,pelle,16384,32,5.888
julia,pelle,16384,3,2.6790000000000003
julia,pelle,16384,33,5.643000000000001
julia,pelle,16384,34,7.7860000000000005
julia,pelle,16384,35,6.02
julia,pelle,16384,36,5.796
julia,pelle,16384,37,6.993
julia,pelle,16384,38,6.042
julia,pelle,16384,39,7.878
julia,pelle,16384,40,6.680000000000001
julia,pelle,16384,41,12.218
julia,pelle,16384,42,6.930000000000001
julia,pelle,16384,4,2.808
julia,pelle,16384,43,7.869
julia,pelle,16384,44,10.472
julia,pelle,16384,45,6.614999999999999
julia,pelle,16384,46,7.268
julia,pelle,16384,47,8.695
julia,pelle,16384,48,7.4399999999999995
julia,pelle,16384,49,8.379000000000001
julia,pelle,16384,50,13.950000000000001
julia,pelle,16384,51,12.801
julia,pelle,16384,52,8.164
julia,pelle,16384,5,2.86
julia,pelle,16384,53,12.031
julia,pelle,16384,54,13.014
julia,pelle,16384,55,10.01
julia,pelle,16384,56,12.824
julia,pelle,16384,57,8.664
julia,pelle,16384,58,7.83
julia,pelle,16384,59,7.965000000000001
julia,pelle,16384,60,12.42
julia,pelle,16384,61,8.844999999999999
julia,pelle,16384,62,7.8740000000000006
julia,pelle,16384,6,3.1260000000000003
julia,pelle,16384,63,14.364
julia,pelle,16384,64,9.216
julia,pelle,16384,7,2.989
julia,pelle,16384,8,3.144
julia,pelle,16384,9,3.762

matlab,pelle,16384,10,116.6937
matlab,pelle,16384,11,128.3629
matlab,pelle,16384,1,14.5703
matlab,pelle,16384,12,140.0338
matlab,pelle,16384,13,151.7033
matlab,pelle,16384,14,163.3713
matlab,pelle,16384,15,175.0417
matlab,pelle,16384,16,209.3391
matlab,pelle,16384,17,222.4231
matlab,pelle,16384,18,185.2467
matlab,pelle,16384,19,197.212
matlab,pelle,16384,20,205.777
matlab,pelle,16384,21,323.4071
matlab,pelle,16384,2,21.4171
matlab,pelle,16384,22,338.8084
matlab,pelle,16384,23,354.2087
matlab,pelle,16384,24,369.6085
matlab,pelle,16384,25,332.1908
matlab,pelle,16384,26,345.4695
matlab,pelle,16384,27,358.7481
matlab,pelle,16384,28,405.0189
matlab,pelle,16384,29,419.4552
matlab,pelle,16384,30,434.0397
matlab,pelle,16384,31,449.5938
matlab,pelle,16384,32,464.1903
matlab,pelle,16384,3,34.1625
matlab,pelle,16384,33,479.652
matlab,pelle,16384,34,494.1673
matlab,pelle,16384,35,489.5642
matlab,pelle,16384,36,503.68
matlab,pelle,16384,37,490.922
matlab,pelle,16384,38,504.221
matlab,pelle,16384,39,410.6097
matlab,pelle,16384,40,421.0559
matlab,pelle,16384,41,340.6328
matlab,pelle,16384,42,349.0562
matlab,pelle,16384,43,585.624
matlab,pelle,16384,4,45.5322
matlab,pelle,16384,44,599.227
matlab,pelle,16384,45,647.6556
matlab,pelle,16384,46,662.0484
matlab,pelle,16384,47,703.8016
matlab,pelle,16384,48,718.9332
matlab,pelle,16384,49,402.0168
matlab,pelle,16384,50,453.6081
matlab,pelle,16384,51,467.8254
matlab,pelle,16384,52,615.7354
matlab,pelle,16384,53,759.7504
matlab,pelle,16384,54,830.2894
matlab,pelle,16384,5,56.7134
matlab,pelle,16384,55,826.4128
matlab,pelle,16384,56,797.6188
matlab,pelle,16384,57,699.1518
matlab,pelle,16384,58,595.3522
matlab,pelle,16384,59,552.1875
matlab,pelle,16384,60,586.0886
matlab,pelle,16384,61,722.5695
matlab,pelle,16384,62,651.8779
matlab,pelle,16384,63,886.5926
matlab,pelle,16384,64,915.2994
matlab,pelle,16384,6,67.5581
matlab,pelle,16384,7,78.8375
matlab,pelle,16384,8,90.1901
matlab,pelle,16384,9,105.0247








julia,pelle,16384,10,5.84
julia,pelle,16384,11,3.9269999999999996
julia,pelle,16384,1,1.5
julia,pelle,16384,12,4.800000000000001
julia,pelle,16384,13,6.006
julia,pelle,16384,14,3.696
julia,pelle,16384,15,3.765
julia,pelle,16384,16,3.888
julia,pelle,16384,17,4.216
julia,pelle,16384,18,4.518
julia,pelle,16384,19,4.123
julia,pelle,16384,20,5.2
julia,pelle,16384,21,5.67
julia,pelle,16384,22,4.686
julia,pelle,16384,2,2.944
julia,pelle,16384,23,4.784
julia,pelle,16384,24,5.256
julia,pelle,16384,25,4.7
julia,pelle,16384,26,5.694
julia,pelle,16384,27,10.233
julia,pelle,16384,28,5.096
julia,pelle,16384,29,8.235999999999999
julia,pelle,16384,30,5.010000000000001
julia,pelle,16384,31,6.727
julia,pelle,16384,32,5.824
julia,pelle,16384,3,2.91
julia,pelle,16384,33,5.7749999999999995
julia,pelle,16384,34,6.936
julia,pelle,16384,35,7.595
julia,pelle,16384,36,6.372
julia,pelle,16384,37,7.881
julia,pelle,16384,38,9.12
julia,pelle,16384,39,8.112
julia,pelle,16384,40,9.84
julia,pelle,16384,41,9.225
julia,pelle,16384,42,7.014
julia,pelle,16384,4,3.116
julia,pelle,16384,43,12.857
julia,pelle,16384,44,10.252
julia,pelle,16384,45,11.88
julia,pelle,16384,46,7.636
julia,pelle,16384,47,9.024000000000001
julia,pelle,16384,48,6.5760000000000005
julia,pelle,16384,49,11.514999999999999
julia,pelle,16384,50,7.7
julia,pelle,16384,51,7.803
julia,pelle,16384,52,8.216
julia,pelle,16384,5,2.9749999999999996
julia,pelle,16384,53,6.996
julia,pelle,16384,54,12.798
julia,pelle,16384,55,12.045
julia,pelle,16384,56,8.736
julia,pelle,16384,57,15.504000000000001
julia,pelle,16384,58,12.702
julia,pelle,16384,59,9.322000000000001
julia,pelle,16384,60,9.12
julia,pelle,16384,61,9.089
julia,pelle,16384,62,19.282
julia,pelle,16384,63,12.726
julia,pelle,16384,6,3.3000000000000003
julia,pelle,16384,64,10.688
julia,pelle,16384,7,4.368
julia,pelle,16384,8,3.624
julia,pelle,16384,9,3.7889999999999997
r,pelle,16384,10,267.465717792511
r,pelle,16384,11,260.71245265007
r,pelle,16384,1,140.008141040802
r,pelle,16384,12,274.806893348694
r,pelle,16384,13,275.234285116196
r,pelle,16384,14,279.157714366913
r,pelle,16384,15,265.993330478668
r,pelle,16384,16,283.983753204346
r,pelle,16384,17,284.745914459229
r,pelle,16384,18,285.957268238068
r,pelle,16384,19,274.247028589249
r,pelle,16384,20,278.425331115723
r,pelle,16384,21,276.353798389435
r,pelle,16384,22,277.765798568726
r,pelle,16384,2,245.867565631866
r,pelle,16384,23,280.444161891937
r,pelle,16384,24,279.880577087402
r,pelle,16384,25,272.328299283981
r,pelle,16384,26,270.460900306702
r,pelle,16384,27,292.809014081955
r,pelle,16384,28,299.333413124084
r,pelle,16384,29,297.174884796143
r,pelle,16384,30,305.771555900574
r,pelle,16384,31,304.954616785049
r,pelle,16384,3,223.94980931282
r,pelle,16384,32,307.075714111328
r,pelle,16384,33,275.132200241089
r,pelle,16384,34,289.861903190613
r,pelle,16384,35,280.979294776917
r,pelle,16384,36,285.838208198547
r,pelle,16384,37,291.481290102005
r,pelle,16384,38,295.856412887573
r,pelle,16384,39,294.229692935944
r,pelle,16384,40,294.510040283203
r,pelle,16384,41,297.64248251915
r,pelle,16384,42,301.564959526062
r,pelle,16384,4,254.948137283325
r,pelle,16384,43,258.929446220398
r,pelle,16384,44,294.420154571533
r,pelle,16384,45,306.953533887863
r,pelle,16384,46,301.840518951416
r,pelle,16384,47,264.397579431534
r,pelle,16384,48,268.187072753906
r,pelle,16384,49,290.86913394928
r,pelle,16384,50,269.5392370224
r,pelle,16384,51,267.350200653076
r,pelle,16384,52,295.696565628052
r,pelle,16384,5,260.888028144836
r,pelle,16384,53,274.656395435333
r,pelle,16384,54,279.720376968384
r,pelle,16384,55,285.988541841507
r,pelle,16384,56,277.030185699463
r,pelle,16384,57,276.265933513641
r,pelle,16384,58,305.856512546539
r,pelle,16384,59,279.217546701431
r,pelle,16384,60,290.927867889404
r,pelle,16384,61,281.431637048721
r,pelle,16384,62,285.544191837311
r,pelle,16384,6,264.147624492645
r,pelle,16384,63,287.92130613327
r,pelle,16384,64,290.257781982422
r,pelle,16384,7,259.881148338318
r,pelle,16384,8,281.012454986572

